Id,Title,Geography ISO,Documents,Category,Events,Sectors,Instruments,Frameworks,Responses,Natural Hazards,Document Type,Year,Language,Keywords
10495,Assessment of the recovery and resilience plan ,CZE,https://ec.europa.eu/info/business-economy-euro/recovery-coronavirus/recovery-and-resilience-facility/czechias-recovery-and-resilience-plan_en#czechias-recovery-and-resilience-plan|en,executive,01/04/2021|Approved||,Buildings;Economy-wide;Energy;Residential and Commercial;Transport,"Subsidies|Economic;Processes, plans and strategies|Governance",,Mitigation,,Assessment,2021,English,Renewables;EV;covid19;Cycling;rail;circular economy;Energy Efficiency
10495,ANNEX to the Council Implementing Decision on the approval of the assessment of the recovery and resilience plan for Czechia,CZE,https://www.consilium.europa.eu/en/documents-publications/public-register/public-register-search/results/?WordsInSubject=&WordsInText=&DocumentNumber=11047%2F21&InterinstitutionalFiles=&DocumentDateFrom=&DocumentDateTo=&MeetingDateFrom=&MeetingDateTo=&DocumentLanguage=EN&OrderBy=DOCUMENT_DATE+DESC&ctl00%24ctl00%24cpMain%24cpMain%24btnSubmit=|en,executive,01/04/2021|Approved||,Buildings;Economy-wide;Energy;Residential and Commercial;Transport,"Subsidies|Economic;Processes, plans and strategies|Governance",,Mitigation,,Annex,2021,English,Renewables;EV;covid19;Cycling;rail;circular economy;Energy Efficiency
10495,National Restore Plan (Website),CZE,https://www.planobnovycr.cz|cs,executive,01/04/2021|Approved||,Buildings;Economy-wide;Energy;Residential and Commercial;Transport,"Subsidies|Economic;Processes, plans and strategies|Governance",,Mitigation,,Plan,2021,Czech,Renewables;EV;covid19;Cycling;rail;circular economy;Energy Efficiency
10495,Factsheet: Czechia’s recovery and resilience plan ,CZE,https://ec.europa.eu/info/files/factsheet-czechias-recovery-and-resilience-plan_en|en,executive,01/04/2021|Approved||,Buildings;Economy-wide;Energy;Residential and Commercial;Transport,"Subsidies|Economic;Processes, plans and strategies|Governance",,Mitigation,,Summary,2021,English,Renewables;EV;covid19;Cycling;rail;circular economy;Energy Efficiency
3001,Issues and challenges of the Energy Sector in Ivory Coast: Emergency Measures and Middle and long terms - synthesis report,CIV,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d9811505585b4f8ee13c3f2acf3cd0c8580331f2/f|,executive,25/12/2011|Law passed||,,Capacity building|Governance,Adaptation;Mitigation,Adaptation;Mitigation,Floods;Landslides;Wildfires,Report,2012,French,Institutions / Administrative Arrangements;Energy Supply;Energy Demand
3001,"STRATEGIC DEVELOPMENT PLAN 2011-2030 of the Republic of Cote d’Ivoire: PROJECT SHEETS for  Conventional Electricity, Renewable and other New Energy",CIV,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/3001_annex%20EN.pdf|en,executive,25/12/2011|Law passed||,,Capacity building|Governance,Adaptation;Mitigation,Adaptation;Mitigation,Floods;Landslides;Wildfires,Plan,2011,English,Institutions / Administrative Arrangements;Energy Supply;Energy Demand
9363,Law on Climate (Climate Act),DNK,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2tOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--986ba52e9615a9b07611410f3bd6287ac58e5570/Climate%20Act_Denmark%20-%20WEBTILG%C3%86NGELIG-A.pdf|en,legislative,26/06/2020|Law passed||,Economy-wide,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance",Mitigation,Adaptation;Mitigation,,Law,2020,English,Paris Agreement;Unfccc
9363,Law on Climate,DNK,https://www.retsinformation.dk/eli/lta/2020/965|da,legislative,26/06/2020|Law passed||,Economy-wide,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance",Mitigation,Adaptation;Mitigation,,Law,2020,Danish,Paris Agreement;Unfccc
9404,Executive Order of the Sustainable Biofuel Act and on the reduction of greenhouse gases from transport,DNK,https://www.retsinformation.dk/Forms/R0710.aspx?id=137888|da,legislative,12/06/2009|Law passed||;13/11/2019|Last amended||,Energy;Transportation,"Standards, obligations and norms|Regulation",,Mitigation,,Executive Order,2011,Danish,Biofuels
9404,Executive Order of the Sustainable Biofuel Act and on the reduction of greenhouse gases (Biofuel Act),DNK,https://www.retsinformation.dk/Forms/R0710.aspx?id=212795|da,legislative,12/06/2009|Law passed||;13/11/2019|Last amended||,Energy;Transportation,"Standards, obligations and norms|Regulation",,Mitigation,,Executive Order,2020,Danish,Biofuels
9404,Act amending the Sustainable Biofuel Act and on the reduction of greenhouse gases from transport,DNK,https://www.retsinformation.dk/Forms/R0710.aspx?id=185842|da,legislative,12/06/2009|Law passed||;13/11/2019|Last amended||,Energy;Transportation,"Standards, obligations and norms|Regulation",,Mitigation,,Law,2016,Danish,Biofuels
