"Id","Name","External url","Language","Last verified on","Documentable id","Documentable type"
"3930","Full text (PDF)","","English","N/A","9554","Legislation"
"3929","Regulation decree (PDF)","","Spanish","N/A","1165","Legislation"
"3928","Full text (PDF)","","Spanish","N/A","1165","Legislation"
"3927","Full text (PDF)","","Spanish","N/A","1164","Legislation"
"3926","Full text (PDF)","","Spanish","N/A","1162","Legislation"
"3925","Full text (PDF)","","Spanish","N/A","1166","Legislation"
"3924","Full text (PDF)","","English","N/A","9552","Legislation"
"3923","Full text (PDF)","","English","N/A","9550","Legislation"
"3922","Full text (PDF)","","English","N/A","9551","Legislation"
"3921","Full text (PDF)","","Spanish","N/A","9549","Legislation"
"3920","Full text (PDF)","","English","N/A","9548","Legislation"
"3919","Full text (PDF)","","Spanish","N/A","1134","Legislation"
"3918","Full text (PDF)","","Spanish","N/A","1135","Legislation"
"3917","Full text of Decree Law 170 (PDF)","","Spanish","N/A","1137","Legislation"
"3916","Link to law 75 on official website","http://www.parlamentocubano.gob.cu/index.php/documento/ley-de-la-defensa-nacional/","Spanish","26/08/2020","1137","Legislation"
"3915","Full text (PDF)","","English","N/A","8584","Legislation"
"3913","Full text (PDF)","","English","N/A","8485","Legislation"
"3912","Full text (PDF)","","English","N/A","9546","Legislation"
"3911","Link to version in force on official website","https://laws-lois.justice.gc.ca/eng/Regulations/SOR-2012-69/page-20.html#h-791364","English","25/08/2020","9545","Legislation"
"3910","Full text (PDF)","https://laws-lois.justice.gc.ca/PDF/SOR-2012-69.pdf","English","25/08/2020","9545","Legislation"
"3909","Full text (PDF)","https://laws-lois.justice.gc.ca/PDF/SOR-2017-121.pdf","English","25/08/2020","9544","Legislation"
"3908","Version in force on official website","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2017-121/index.html","English","25/08/2020","9544","Legislation"
"3907","Full text (PDF)","https://laws-lois.justice.gc.ca/PDF/SOR-2019-266.pdf","English","25/08/2020","9543","Legislation"
"3906","Version into force on official website","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2019-266/index.html","English","25/08/2020","9543","Legislation"
"3905","Amending regulations","http://www.gazette.gc.ca/rp-pr/p2/2019/2019-07-10/html/sor-dors265-eng.html","English","25/08/2020","9542","Legislation"
"3904","Link to version in force on official website","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2018-12187/index.html","English","25/08/2020","9542","Legislation"
"3903","Link to version in force on official website","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2010-189/index.html","English","25/08/2020","2065","Legislation"
"3902","Full text (PDF)","https://laws-lois.justice.gc.ca/PDF/SOR-2018-66.pdf","English","25/08/2020","9541","Legislation"
"3901","Link to version in force on official website","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2018-66/index.html","English","25/08/2020","9541","Legislation"
"3900","Link to full text (PDF)","https://laws-lois.justice.gc.ca/PDF/SOR-2018-261.pdf","English","25/08/2020","9540","Legislation"
"3899","Link to version in force on official website","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2018-261/index.html","English","25/08/2020","9540","Legislation"
"3898","Link to version in force on official website","https://laws-lois.justice.gc.ca/eng/regulations/sor-2012-167/index.html","English","25/08/2020","2063","Legislation"
"3897","Version in force on official website","https://laws-lois.justice.gc.ca/eng/regulations/sor-2010-201/index.html","English","25/08/2020","2064","Legislation"
"3896","Link to discussion paper on official website","https://www.canada.ca/en/environment-climate-change/services/canadian-environmental-protection-act-registry/publications/automobile-truck-emission-regulations-discussion.html","English","25/08/2020","2064","Legislation"
"3895","Link to version in force on official website","https://laws-lois.justice.gc.ca/eng/regulations/sor-2003-2/index.html","English","25/08/2020","9539","Legislation"
"3894","latest version in force","https://laws-lois.justice.gc.ca/eng/regulations/sor-2013-24/page-1.html","English","25/08/2020","2062","Legislation"
"3893","Link to official website","https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/about.html","English","25/08/2020","9538","Legislation"
"3892","Quantification requirements (2017 update)","","English","N/A","9538","Legislation"
"3891","Full text (PDF)","","Spanish","N/A","9537","Legislation"
"3890","Link to full text (PDF)","","English","N/A","9536","Legislation"
"3887","Full text on official website (PDF)","https://www.gnhc.gov.bt/en/wp-content/uploads/2017/05/EEC-Final-Draft-Policy-2017-Final-1.pdf","English","23/08/2020","9534","Legislation"
"3885","Full text on official website (PDF)","https://www.gnhc.gov.bt/en/wp-content/uploads/2020/02/Climate-Change-Policy.pdf","English","23/08/2020","9532","Legislation"
"3883","Full text (PDF)","http://www.dpp.gov.bd/upload_file/gazettes/10720_39500.pdf","","22/08/2020","1053","Legislation"
"3882","Full text (PDF)","https://policy.thinkbluedata.com/sites/default/files/REP_English.pdf","","22/08/2020","1058","Legislation"
"3881","Link to full text on official website (PDF)","https://modmr.portal.gov.bd/sites/default/files/files/modmr.portal.gov.bd/policies/0a654dce_9456_46ad_b5c4_15ddfd8c4c0d/NPDM(2016-2020)%20-Final.pdf","English","22/08/2020","9530","Legislation"
"3880","Link to full text (PDF) ","http://nda.erd.gov.bd/files/1/Publications/CC%20Policy%20Documents/Climate%20Fiscal%20Framework%20(CFF).pdf","English","22/08/2020","9529","Legislation"
"3879","Cabinet decision on 2020 amendment","https://www.meti.go.jp/english/press/2020/0225_001.html","English","22/08/2020","1409","Legislation"
"3877","Full text (PDF)","https://policy.asiapacificenergy.org/sites/default/files/Afghanistan-Renewable-Energy-Policy-English-and-Dari.pdf","","22/08/2020","9527","Legislation"
"3876","Full text (PDF)","http://extwprlegs1.fao.org/docs/pdf/afg168612.pdf","English","22/08/2020","9526","Legislation"
"3874","Full text (PDF)","","English","N/A","9524","Legislation"
"3873","Full text (PDF)","","","N/A","4621","Legislation"
"3872","Dari version (PDF)","","","N/A","4982","Legislation"
"3871","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/ie_final_necp_main_en.pdf","","09/08/2020","9523","Legislation"
"3870","Full text (PDF)","","German","N/A","9522","Legislation"
"3869","Link to official webpage","https://www.parlament.gv.at/PAKT/VHG/XXVI/A/A_00984/index.shtml","German","08/08/2020","9522","Legislation"
"3868","Full text (PDF)","","French","N/A","8680","Legislation"
"3867","Full text (PDF)","","French","N/A","4008","Legislation"
"3866","Full text (PDF)","","French","N/A","1078","Legislation"
"3864","2020 amending regulation, full text (PDF)","","Turkish","N/A","8605","Legislation"
"3863","Full text (PDF)","","Spanish","N/A","9521","Legislation"
"3862","Link to official website ","https://sso.agc.gov.sg/Act/CPA2018","English","04/08/2020","8587","Legislation"
"3861","Link to law no. 155","http://legislatie.just.ro/Public/DetaliiDocument/228440","Romanian","04/08/2020","1582","Legislation"
"3860","Link to official page of law 3658","http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=69138","Ukrainian","04/08/2020","9213","Legislation"
"3859","Link to official website","https://eur-lex.europa.eu/eli/reg/2019/2088/oj","English","04/08/2020","9520","Legislation"
"3858","Link to official webpage","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex:32020R0852","English","04/08/2020","9519","Legislation"
"3856","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/se_final_necp_main_se.pdf","Swedish","02/08/2020","9518","Legislation"
"3855","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/se_final_necp_main_en.pdf","English","02/08/2020","9518","Legislation"
"3854","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/es_final_necp_main_es.pdf","Spanish","02/08/2020","9517","Legislation"
"3853","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/es_final_necp_main_en.pdf","English","02/08/2020","9517","Legislation"
"3852","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/si_final_necp_main_sl.pdf","Slovenian","02/08/2020","9516","Legislation"
"3851","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/si_final_necp_main_en.pdf","English","02/08/2020","9516","Legislation"
"3850","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/sk_final_necp_main_sk.pdf","Slovak","02/08/2020","9515","Legislation"
"3849","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/sk_final_necp_main_en.pdf","English","02/08/2020","9515","Legislation"
"3848","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/ro_final_necp_main_ro.pdf","Romanian","02/08/2020","9514","Legislation"
"3847","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/ro_final_necp_main_en.pdf","English","02/08/2020","9514","Legislation"
"3846","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/pt_final_necp_main_pt.pdf","Portuguese","02/08/2020","9513","Legislation"
"3845","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/pt_final_necp_main_en.pdf","English","02/08/2020","9513","Legislation"
"3844","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/pl_final_necp_main_pl.pdf","Polish","02/08/2020","9512","Legislation"
"3843","English summary (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/pl_final_necp_summary_en.pdf","English","02/08/2020","9512","Legislation"
"3842","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/nl_final_necp_main_nl.pdf","Dutch","02/08/2020","9511","Legislation"
"3841","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/nl_final_necp_main_en.pdf","English","02/08/2020","9511","Legislation"
"3840","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/mt_final_necp_main_en.pdf","English","02/08/2020","9510","Legislation"
"3839","French version ","https://ec.europa.eu/energy/sites/ener/files/documents/lu_final_necp_main_fr.pdf","French","02/08/2020","9509","Legislation"
"3838","German version ","https://ec.europa.eu/energy/sites/ener/files/documents/lu_final_necp_main_de.pdf","German","02/08/2020","9509","Legislation"
"3837","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/lu_final_necp_main_en.pdf","English","02/08/2020","9509","Legislation"
"3836","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/lt_final_necp_main_lt.pdf","Lithuanian","02/08/2020","9508","Legislation"
"3835","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/lt_final_necp_main_en.pdf","English","02/08/2020","9508","Legislation"
"3834","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/lv_final_necp_main_lv.pdf","Latvian","02/08/2020","9507","Legislation"
"3833","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/lv_final_necp_main_en.pdf","English","02/08/2020","9507","Legislation"
"3832","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/it_final_necp_main_it.pdf","Italian","02/08/2020","9506","Legislation"
"3831","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/it_final_necp_main_en.pdf","English","02/08/2020","9506","Legislation"
"3830","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/hu_final_necp_main_hu.pdf","Hungarian","02/08/2020","9505","Legislation"
"3829","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/hu_final_necp_main_en.pdf","English","02/08/2020","9505","Legislation"
"3828","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/el_final_necp_main_el.pdf","Modern Greek (1453-)","01/08/2020","9504","Legislation"
"3827","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/el_final_necp_main_en.pdf","English","01/08/2020","9504","Legislation"
"3826","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/de_final_necp_main_de.pdf","German","01/08/2020","9503","Legislation"
"3825","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/de_final_necp_main_en.pdf","English","01/08/2020","9503","Legislation"
"3824","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/fr_final_necp_main_fr.pdf","French","01/08/2020","9502","Legislation"
"3823","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/fi_final_necp_main_en.pdf","English","01/08/2020","9501","Legislation"
"3822","Original version","https://ec.europa.eu/energy/sites/ener/files/documents/ee_final_necp_main_ee.pdf","Estonian","01/08/2020","9500","Legislation"
"3821","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/ee_final_necp_main_en.pdf","English","01/08/2020","9500","Legislation"
"3820","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/dk_final_necp_main_en.pdf","English","01/08/2020","9499","Legislation"
"3819","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/cs_final_necp_main_cs.pdf","Czech","01/08/2020","9498","Legislation"
"3818","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/cs_final_necp_main_en.pdf","English","01/08/2020","9498","Legislation"
"3817","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/cy_final_necp_main_en.pdf","English","31/07/2020","9497","Legislation"
"3816","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/hr_final_necp_main_hr.pdf","Croatian","31/07/2020","9496","Legislation"
"3815","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/hr_final_necp_main_en.pdf","English","31/07/2020","9496","Legislation"
"3814","Original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/bg_final_necp_main_bg.pdf","Bulgarian","31/07/2020","9495","Legislation"
"3813","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/bg_final_necp_main_en.pdf","English","31/07/2020","9495","Legislation"
"3812","Part B (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/be_final_necp_partb_nl.pdf","Dutch","31/07/2020","9494","Legislation"
"3811","Part A (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/be_final_necp_parta_nl.pdf","Dutch","31/07/2020","9494","Legislation"
"3810","Part B (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/be_final_necp_partb_fr.pdf","French","31/07/2020","9494","Legislation"
"3809","Part A (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/be_final_necp_parta_fr.pdf","French","31/07/2020","9494","Legislation"
"3808","Full original version (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/at_final_necp_main_de.pdf","German","31/07/2020","9493","Legislation"
"3807","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/documents/at_final_necp_main_en.pdf","English","31/07/2020","9493","Legislation"
"3806","Link to official website","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2018.328.01.0001.01.ENG&toc=OJ:L:2018:328:TOC","English","31/07/2020","9492","Legislation"
"3805","Consultation draft version (PDF)","","Portuguese","N/A","9462","Legislation"
"3804","Full text (PDF)","https://ec.europa.eu/energy/sites/ener/files/hydrogen_strategy.pdf","English","30/07/2020","9491","Legislation"
"3803","Link to official webpage","https://www.gov.uk/government/publications/a-plan-for-jobs-documents/a-plan-for-jobs-2020","English","30/07/2020","9490","Legislation"
"3802","Full text (PDF)","","English","N/A","9489","Legislation"
"3801","Notification of entry into force","http://egazette.nic.in/WriteReadData/2018/188570.pdf","English","30/07/2020","9489","Legislation"
"3800","Press release","https://statehouse.gov.ng/news/what-you-need-to-know-about-the-nigeria-economic-sustainability-plan/","English","29/07/2020","9488","Legislation"
"3799","Full text (PDF)","","English","N/A","9488","Legislation"
"3798","Entries to the meeting minutes - Senate discussions","","English","N/A","9483","Legislation"
"3797","Link to Finnish budget website ","https://budjetti.vm.fi/indox/index.jsp","Finnish","29/07/2020","9483","Legislation"
"3796","Press release","https://www.gov.uk/government/news/pm-kickstarts-2bn-cycling-and-walking-revolution","English","29/07/2020","9487","Legislation"
"3795","Full text (PDF)","","English","N/A","9487","Legislation"
"3794","Link to official website","https://www.gob.mx/profepa/acciones-y-programas/programa-sectorial-de-medio-ambiente-y-recursos-naturales-promarnat-2020-2024","Spanish","29/07/2020","9486","Legislation"
"3793","Full text (PDF)","","Spanish","N/A","9485","Legislation"
"3792","Link to full text of final draft (PDF)","http://economy.gov.mk/Upload/Documents/Energy%20Development%20Strategy_FINAL%20DRAFT%20-%20For%20public%20consultations_ENG_29.10.2019(3).pdf","English","27/07/2020","9484","Legislation"
"3791","Link to third action plan","http://www.economy.gov.mk/Upload/Documents/Tret%20NEEAP_V02%20(MKD).pdf","Macedonian","27/07/2020","8167","Legislation"
"3788","Link to official website with full text","http://minenergy.uz/en/lists/view/28","English","19/07/2020","9454","Legislation"
"3787","Link to full text (PDF)","https://www.gob.mx/cms/uploads/attachment/file/562631/PS_SENER_CACEC-DOF_08-07-2020.pdf","Spanish","19/07/2020","9482","Legislation"
"3776","Link to document on official website","https://narodne-novine.nn.hr/clanci/sluzbeni/2020_05_57_1141.html","Croatian","15/07/2020","9440","Legislation"
"3775","Link to official website with latest version","https://www.zakon.hr/z/189/Zakon-o-biogorivima-za-prijevoz","Croatian","15/07/2020","4791","Legislation"
"3774","Link to related page on the Environment Ministry website","https://environnement.public.lu/fr/actualites/2020/06/primes.html","French","15/07/2020","9443","Legislation"
"3773","Link to official page","https://gouvernement.lu/fr/actualites/toutes_actualites/communiques/2020/05-mai/29-greng-relance.html","French","15/07/2020","9443","Legislation"
"3772","Link to full text (PDF)","http://www.infoagro.net/sites/default/files/2019-01/PY12.pdf","Spanish","15/07/2020","9444","Legislation"
"3771","Link to full text","http://www.planalto.gov.br/ccivil_03/_Ato2019-2022/2019/Decreto/D10142.htm","Portuguese","14/07/2020","9481","Legislation"
"3770","Decree 10.143 of 2019 (full text)","http://www.planalto.gov.br/ccivil_03/_Ato2019-2022/2019/Decreto/D10143.htm","Portuguese","14/07/2020","8794","Legislation"
"3769","Link to full text ","http://www.planalto.gov.br/ccivil_03/_Ato2019-2022/2019/Decreto/D10144.htm","Portuguese","14/07/2020","9480","Legislation"
"3768","Link to full text","http://www.planalto.gov.br/ccivil_03/_Ato2019-2022/2019/Decreto/D10145.htm","Portuguese","13/07/2020","9479","Legislation"
"3767","Link to full text (PDF)","https://www.gesetze-im-internet.de/emog/EmoG.pdf","German","13/07/2020","9478","Legislation"
"3766","Link to official website","https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031493783&categorieLien=id","French","11/07/2020","9477","Legislation"
"3765","Link to official website","https://dre.pt/home/-/dre/131124444/details/maximized","Portuguese","11/07/2020","9476","Legislation"
"3764","Link to official website (2018/410/EC)","https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32018L0410&from=PT","English","11/07/2020","1207","Legislation"
"3763","Link to official website (2009/29/EC)","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32009L0029","English","11/07/2020","1207","Legislation"
"3762","Link to official website (2003/87/EC)","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32003L0087","English","11/07/2020","1207","Legislation"
"3761","Full text (PDF)","","English","N/A","9475","Legislation"
"3760","Decree (PDF)","","French","N/A","9474","Legislation"
"3759","Full text of the strategy for energy and climate (PDF)","","French","N/A","9474","Legislation"
"3758","Link to official page","https://www.ecologique-solidaire.gouv.fr/programmations-pluriannuelles-lenergie-ppe","French","11/07/2020","9474","Legislation"
"3757","2020 full version (PDF)","","French","N/A","9384","Legislation"
"3756","Full text (PDF)","","Arabic","N/A","9472","Legislation"
"3755","Link to text on external source","https://thuvienphapluat.vn/van-ban/tai-nguyen-moi-truong/Quyet-dinh-13-2020-QD-TTg-co-che-khuyen-khich-phat-trien-dien-mat-troi-tai-Viet-Nam-439160.aspx","Vietnamese","11/07/2020","8277","Legislation"
"3737","Link to official website (PDF)","http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2008/Decreto/D6527.htm","Portuguese","11/07/2020","9470","Legislation"
"3733","Link to decision 288/2020","http://www.in.gov.br/en/web/dou/-/portaria-n-288-de-2-de-julho-de-2020-264916875","Portuguese","08/07/2020","8774","Legislation"
"3732","Link to full text (PDF)","https://www.boe.es/buscar/pdf/2020/BOE-A-2020-6621-consolidado.pdf","Spanish","01/07/2020","9468","Legislation"
"3731","Link to full text (PDF)","https://www.bmwi.de/Redaktion/DE/Downloads/Gesetz/gesetz-zur-digitalisierung-der-energiewende.pdf?__blob=publicationFile&v=4","German","01/07/2020","9467","Legislation"
"3730","Full text from Official Journal","https://www.legifrance.gouv.fr/eli/decret/2020/6/25/2020-787/jo/texte","French","01/07/2020","9466","Legislation"
"3729","Full text (PDF)","https://www.minambiente.it/sites/default/files/archivio/allegati/mobilita_sostenibile/dm_28_07_2016_208_mobilita_programma_sperimentale.pdf","Italian","30/06/2020","9465","Legislation"
"3728","Link to full text (PDF)","https://www.minambiente.it/sites/default/files/archivio/allegati/GPP/legge_28_12_2015_221.pdf","Italian","30/06/2020","9464","Legislation"
"3727","Link to official website ","https://www.economie.gouv.fr/covid19-soutien-entreprises/mesures-plan-soutien-automobile","French","29/06/2020","9463","Legislation"
"3726","Press release (with plan's details)","https://www.ecologique-solidaire.gouv.fr/sites/default/files/20200526_DP_Automobile.pdf","French","29/06/2020","9463","Legislation"
"3725","Full text (PDF)","","Dutch","N/A","9367","Legislation"
"3724","Link to official website","https://wetten.overheid.nl/BWBR0042394/2020-01-01","Dutch","29/06/2020","9367","Legislation"
"3723","Parliament press release","http://abouthungary.hu/news-in-brief/parliament-passes-law-on-climate-protection/","English","28/06/2020","9457","Legislation"
"3722","Link to Official Gazette","https://www.gazzettaufficiale.it/eli/id/2019/08/09/19A05099/sg","Italian","26/06/2020","9461","Legislation"
"3721","Link to amending law 21.210 ","https://www.leychile.cl/Navegar?idNorma=1142667","Spanish","26/06/2020","8585","Legislation"
"3720","May 2020 information on incoming package","https://www.gov.uk/government/news/2-billion-package-to-create-new-era-for-cycling-and-walking","English","26/06/2020","9460","Legislation"
"3719","Full 2017 text (PDF)","","English","N/A","9460","Legislation"
"3718","Link to current strategy","https://www.dof.gob.mx/nota_detalle.php?codigo=5585823&fecha=07/02/2020","Spanish","24/06/2020","8618","Legislation"
"3717","Mission letter from the Prime Minister setting the Convention","https://www.conventioncitoyennepourleclimat.fr/wp-content/uploads/2019/09/lettre-de-mission.pdf","French","22/06/2020","9459","Legislation"
"3706","Full translation (PDF)","","","N/A","9456","Legislation"
"3705","Cabinet vision","","Dutch","N/A","9455","Legislation"
"3704","Full translation (PDF)","","English","N/A","9455","Legislation"
"3703","Link to full text (PDF)","","German","N/A","9451","Legislation"
"3702","Link to 2020 amending regulation","https://www.resmigazete.gov.tr/eskiler/2020/05/20200528-6.htm","Turkish","16/06/2020","9450","Legislation"
"3701","Link to 2016 regulation","https://www.resmigazete.gov.tr/eskiler/2016/06/20160624-1.htm","Turkish","16/06/2020","9450","Legislation"
"3700","Link to official summary","https://english.ey.gov.tw/News3/9E5540D592A5FECD/cd6978e5-1a6d-4031-9db5-f10fd04fa4c8","English","16/06/2020","9449","Legislation"
"3699","Link to official website","https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=20007500","German","14/06/2020","1042","Legislation"
"3698","Link to full text from EPA website (PDF)","https://www.epa.gov/sites/production/files/2017-08/documents/federal-water-pollution-control-act-508full.pdf","English","12/06/2020","9448","Legislation"
"3697","Link to full text (PDF)","","Polish","N/A","9446","Legislation"
"3694","Full text (2019 decree)","","Arabic","N/A","8593","Legislation"
"3653","Cabinet order for implementation","https://www.meti.go.jp/english/press/2019/0315_003.html","English","03/06/2020","9438","Legislation"
"3652","Link to parliament website with related documents","https://www.hellenicparliament.gr/Nomothetiko-Ergo/Anazitisi-Nomothetikou-Ergou?law_id=2d2016aa-ebb1-43cf-a88b-aba7018724bc","Modern Greek (1453-)","03/06/2020","9439","Legislation"
"3651","Link to full text on official website","https://www.e-nomothesia.gr/kat-periballon/nomos-4685-2020-phek-92a-7-5-2020.html","Modern Greek (1453-)","03/06/2020","9439","Legislation"
"3650","Link to official website -  Clean Energy Finance Corporation Investment Mandate Direction 2020","https://www.legislation.gov.au/Details/F2020L00552","English","02/06/2020","1033","Legislation"
"3649","Official translation (PDF)","","English","N/A","9437","Legislation"
"3648","Link to searchable document ","http://www.governo.it/sites/new.governo.it/files/DL_20200520.pdf","Italian","24/05/2020","9436","Legislation"
"3647","Full text (PDF)","","Italian","N/A","9436","Legislation"
"3646","Link to the press release","http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-45/14602","Italian","24/05/2020","9436","Legislation"
"3603","Link to official website in English","https://descarbonizar2050.pt/en/","English","04/05/2020","9435","Legislation"
"3602","Link to full text (PDF)","https://dre.pt/application/file/a/122760092","Portuguese","04/05/2020","9435","Legislation"
"3601","Link to official website detailing the Program","https://cambioclimatico.go.cr/metas/descarbonizacion/programa-pais-carbono-neutral-version-2-0/","Spanish","04/05/2020","9326","Legislation"
"3600","Link to governmental page on the National Council on Climate","http://www.mapama.gob.es/es/cambio-climatico/temas/organismos-e-instituciones-implicados-en-la-lucha-contra-el-cambio-climatico-a-nivel-nacional/el-consejo-nacional-del-clima/default.aspx","Spanish","03/05/2020","8573","Legislation"
"3599","Climate Change Response (Zero Carbon) Amendment Act 2019","http://www.legislation.govt.nz/act/public/2019/0061/latest/LMS183736.html","English","23/04/2020","1513","Legislation"
"3555","Link to 2020 amendment","http://www.legislation.gov.uk/uksi/2020/375/introduction/made","English","10/04/2020","1754","Legislation"
"3554","link to official website","https://www.ofgem.gov.uk/environmental-programmes/fit","English","10/04/2020","1754","Legislation"
"3553","Link to official journal","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:02009L0125-20121204","English","07/04/2020","1209","Legislation"
"3552","Link to official website (version in force","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32012L0027","English","07/04/2020","1201","Legislation"
"3551","Link to full text (pdf)","http://www.petroleumindustrybill.com/wp-content/uploads/2017/06/National-Gas-Policy-Approved-By-FEC-in-June-2017.pdf","English","07/04/2020","9434","Legislation"
"3550","Link to full text (pdf)","https://ngfcp.dpr.gov.ng/media/1120/flare-gas-prevention-of-waste-and-pollution-regulations-2018-gazette-cleaner-copy-1.pdf","English","07/04/2020","9433","Legislation"
"3549","Link to full text (pdf)","https://www.icbf.gov.co/cargues/avance/docs/ley_1943_2018.htm","Spanish","06/04/2020","9432","Legislation"
"3548","Link to official website","https://zakon.rada.gov.ua/laws/show/2628-19/card4?lang=en","Ukrainian","05/04/2020","9431","Legislation"
"3547","Law no 1819 (full text, pdf)","","Spanish","N/A","8599","Legislation"
"3545","2020 amendment (Law 7226), link to official website","https://www.resmigazete.gov.tr/eskiler/2020/03/20200326M1-1.htm","Turkish","04/04/2020","1723","Legislation"
"3544","Link to official website","http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=66494","Ukrainian","04/04/2020","9429","Legislation"
"3543","Link to the full text (pdf)","https://waterportal.rwfa.rw/sites/default/files/2018-10/Water%20law%20gazetted%2C2018.pdfhttps://waterportal.rwfa.rw/sites/default/files/2018-10/Water%20law%20gazetted%2C2018.pdf","English","03/04/2020","9428","Legislation"
"3542","Link to full text (pdf)","http://minema.gov.rw/uploads/tx_download/National_Disaster_Risk_Management_Plan.pdf","English","03/04/2020","9427","Legislation"
"3541","Link to official website","http://tap.mk.gov.lv/lv/mk/tap/?pid=40462398&mode=mk&date=2020-01-28","Latvian","03/04/2020","9426","Legislation"
"3540","Link to full text (PDF)","http://www.zrea.lv/upload/attach/2%20Latvijas%20klimata%20neitralitates%20strategija%202050.pdf","Latvian","03/04/2020","9426","Legislation"
"3539","Legal document approving the strategy (Word)","","Latvian","N/A","9426","Legislation"
"3538","Link to full text (pdf)","http://minema.gov.rw/uploads/tx_download/Disaster_Management_Policy_01.pdf","English","03/04/2020","9425","Legislation"
"3537","Full text (PDF)","","English","N/A","9424","Legislation"
"3536","Link to full text (pdf)","http://extwprlegs1.fao.org/docs/pdf/moz172403.pdf","Portuguese","01/04/2020","9423","Legislation"
